id,time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),city,snowfall,precipitation,rain_sum (mm),class
7604,2018-08-28 00:00:00,25.1,22.7,28.5,26.3,2018-08-28 05:22:41,2018-08-28 17:17:45,18.8,30.2,154.6795,21.28,U,,,0.3,Hujan Ringan
7605,2018-08-29 00:00:00,24.6,22.1,28.1,25.6,2018-08-29 05:22:11,2018-08-29 17:17:40,17.4,29.9,181.48781,20.2,U,0.0,1.3,1.3,Hujan Ringan
7606,2018-08-30 00:00:00,24.9,22.0,28.3,25.5,2018-08-30 05:21:40,2018-08-30 17:17:36,20.9,34.2,160.6636,20.5,U,0.0,0.8000001,0.8000001,Hujan Ringan
7607,2018-08-31 00:00:00,25.1,22.0,27.9,24.6,2018-08-31 05:21:10,2018-08-31 17:17:31,21.1,33.1,139.17192,18.73,U,0.0,3.9999993,3.9999993,Hujan Ringan
7608,2018-09-01 00:00:00,24.9,22.6,27.7,25.8,2018-09-01 05:20:39,2018-09-01 17:17:26,21.7,32.4,145.15015,19.56,U,0.0,5.7000003,5.7000003,Hujan Ringan
7609,2018-09-02 00:00:00,24.8,22.1,28.0,24.9,2018-09-02 05:20:08,2018-09-02 17:17:20,21.8,35.6,151.0643,22.78,U,0.0,1.1,1.1,Hujan Ringan
7610,2018-09-03 00:00:00,24.0,21.5,26.2,23.7,2018-09-03 05:19:36,2018-09-03 17:17:15,22.0,37.1,164.59654,22.06,U,0.0,0.0,0.0,Tidak Hujan
7611,2018-09-04 00:00:00,24.2,21.2,27.1,23.9,2018-09-04 05:19:03,2018-09-04 17:17:09,19.4,33.8,169.54187,22.49,U,0.0,0.0,0.0,Tidak Hujan
7612,2018-09-05 00:00:00,25.1,22.0,28.3,25.1,2018-09-05 05:18:30,2018-09-05 17:17:02,19.3,29.2,147.69795,21.18,U,0.0,3.0000005,3.0000005,Hujan Ringan
7613,2018-09-06 00:00:00,25.7,22.5,28.8,25.4,2018-09-06 05:17:57,2018-09-06 17:16:55,20.3,32.8,151.94672,21.86,U,0.0,0.0,0.0,Tidak Hujan
7614,2018-09-07 00:00:00,25.4,22.7,28.5,26.2,2018-09-07 05:17:22,2018-09-07 17:16:48,20.5,32.0,145.94415,22.46,U,,,2.1000001,Hujan Ringan
7615,2018-09-08 00:00:00,26.3,22.8,28.7,25.5,2018-09-08 05:16:48,2018-09-08 17:16:40,24.0,41.0,132.31435,23.54,U,0.0,0.4,0.4,Hujan Ringan
7616,2018-09-09 00:00:00,26.2,22.4,29.9,25.4,2018-09-09 05:16:13,2018-09-09 17:16:33,19.5,34.9,143.54684,24.83,U,0.0,0.0,0.0,Tidak Hujan
7617,2018-09-10 00:00:00,26.3,23.1,31.1,27.0,2018-09-10 05:15:38,2018-09-10 17:16:25,16.3,32.0,150.35759,23.72,U,0.0,0.5,0.5,Hujan Ringan
7618,2018-09-11 00:00:00,26.3,22.9,29.6,26.7,2018-09-11 05:15:03,2018-09-11 17:16:17,22.3,38.9,149.08958,23.56,U,0.0,0.4,0.4,Hujan Ringan
7619,2018-09-12 00:00:00,24.8,22.0,28.4,24.8,2018-09-12 05:14:27,2018-09-12 17:16:09,19.2,32.8,193.8449,25.02,U,0.0,0.0,0.0,Tidak Hujan
7620,2018-09-13 00:00:00,24.8,21.6,27.9,23.9,2018-09-13 05:13:52,2018-09-13 17:16:01,18.3,33.8,179.39268,25.55,U,0.0,0.0,0.0,Tidak Hujan
7621,2018-09-14 00:00:00,24.9,21.5,27.9,23.6,2018-09-14 05:13:16,2018-09-14 17:15:53,20.2,33.5,161.02417,25.09,U,0.0,0.0,0.0,Tidak Hujan
7622,2018-09-15 00:00:00,25.4,21.6,28.1,24.1,2018-09-15 05:12:41,2018-09-15 17:15:46,19.7,35.3,142.27869,23.51,U,0.0,0.6,0.6,Hujan Ringan
7623,2018-09-16 00:00:00,26.3,22.6,29.5,25.6,2018-09-16 05:12:05,2018-09-16 17:15:38,21.9,37.4,140.24715,23.95,U,0.0,0.5,0.5,Hujan Ringan
7624,2018-09-17 00:00:00,25.7,22.8,30.2,26.4,2018-09-17 05:11:30,2018-09-17 17:15:30,16.6,28.1,156.3444,23.7,U,,,0.70000005,Hujan Ringan
7625,2018-09-18 00:00:00,25.9,22.7,30.1,26.3,2018-09-18 05:10:55,2018-09-18 17:15:23,17.6,30.2,153.4829,23.7,U,0.0,3.3,3.3,Hujan Ringan
7626,2018-09-19 00:00:00,25.6,23.1,30.3,27.0,2018-09-19 05:10:21,2018-09-19 17:15:16,16.2,28.8,158.73518,22.46,U,0.0,4.0000005,4.0000005,Hujan Ringan
7627,2018-09-20 00:00:00,26.0,23.3,31.0,27.4,2018-09-20 05:09:46,2018-09-20 17:15:09,15.2,27.4,138.10736,21.42,U,0.0,0.0,0.0,Tidak Hujan
7628,2018-09-21 00:00:00,26.2,23.7,30.3,27.2,2018-09-21 05:09:13,2018-09-21 17:15:03,18.7,31.3,137.41956,25.08,U,0.0,0.0,0.0,Tidak Hujan
7629,2018-09-22 00:00:00,26.3,23.3,31.0,26.4,2018-09-22 05:08:39,2018-09-22 17:14:57,16.9,30.2,136.48781,25.68,U,0.0,0.0,0.0,Tidak Hujan
7630,2018-09-23 00:00:00,26.3,23.2,30.8,26.7,2018-09-23 05:08:05,2018-09-23 17:14:50,17.7,27.7,131.92245,23.59,U,0.0,1.6000001,1.6000001,Hujan Ringan
7631,2018-09-24 00:00:00,26.7,23.4,31.5,26.8,2018-09-24 05:07:30,2018-09-24 17:14:44,18.8,32.0,137.65897,25.1,U,,,0.0,Tidak Hujan
7632,2018-09-25 00:00:00,26.2,23.4,30.8,27.2,2018-09-25 05:06:55,2018-09-25 17:14:37,18.9,30.2,146.0901,25.36,U,,,0.0,Tidak Hujan
7633,2018-09-26 00:00:00,26.4,22.9,30.4,26.3,2018-09-26 05:06:21,2018-09-26 17:14:30,18.6,30.6,156.06955,26.61,U,,,0.0,Tidak Hujan
7634,2018-09-27 00:00:00,25.7,22.3,29.9,25.5,2018-09-27 05:05:46,2018-09-27 17:14:23,18.4,32.0,179.4907,26.69,U,,,0.0,Tidak Hujan
7635,2018-09-28 00:00:00,25.4,22.2,29.9,25.5,2018-09-28 05:05:11,2018-09-28 17:14:17,17.8,31.3,158.10735,24.92,U,,,0.1,Tidak Hujan
7636,2018-09-29 00:00:00,26.4,23.0,31.4,27.0,2018-09-29 05:04:36,2018-09-29 17:14:10,14.1,27.4,160.56746,23.67,U,,,2.3,Hujan Ringan
7637,2018-09-30 00:00:00,26.9,23.1,31.7,27.2,2018-09-30 05:04:02,2018-09-30 17:14:04,18.8,32.0,148.9943,25.62,U,,,0.0,Tidak Hujan
7638,2018-10-01 00:00:00,27.2,23.5,31.4,27.3,2018-10-01 05:03:27,2018-10-01 17:13:58,20.5,31.3,145.61273,25.54,U,,,0.0,Tidak Hujan
7639,2018-10-02 00:00:00,27.1,23.8,31.8,27.2,2018-10-02 05:02:53,2018-10-02 17:13:52,19.4,31.0,136.27292,25.6,U,,,0.0,Tidak Hujan
7640,2018-10-03 00:00:00,26.8,23.6,30.5,26.9,2018-10-03 05:02:19,2018-10-03 17:13:47,21.8,34.6,137.63103,25.9,U,,,0.0,Tidak Hujan
7641,2018-10-04 00:00:00,26.7,23.3,31.4,26.9,2018-10-04 05:01:46,2018-10-04 17:13:42,17.3,31.0,150.28091,26.56,U,,,0.2,Tidak Hujan
7642,2018-10-05 00:00:00,26.5,23.5,31.3,28.1,2018-10-05 05:01:13,2018-10-05 17:13:37,17.8,29.5,151.96753,26.28,U,,,1.7,Hujan Ringan
7643,2018-10-06 00:00:00,27.1,23.7,31.6,27.3,2018-10-06 05:00:41,2018-10-06 17:13:33,17.8,33.1,141.02887,25.56,U,,,0.1,Tidak Hujan
7644,2018-10-07 00:00:00,26.9,23.7,31.4,27.5,2018-10-07 05:00:09,2018-10-07 17:13:29,18.1,32.0,137.4806,25.58,U,,,0.8,Hujan Ringan
7645,2018-10-08 00:00:00,27.2,23.6,31.1,27.3,2018-10-08 04:59:38,2018-10-08 17:13:26,20.6,36.7,142.24802,25.95,U,,,0.1,Tidak Hujan
7646,2018-10-09 00:00:00,26.8,23.5,31.2,27.7,2018-10-09 04:59:08,2018-10-09 17:13:24,20.2,33.8,162.93884,26.56,U,,,0.0,Tidak Hujan
7647,2018-10-10 00:00:00,26.3,23.6,30.6,27.6,2018-10-10 04:58:39,2018-10-10 17:13:22,20.0,33.8,172.71361,25.96,U,,,1.0,Hujan Ringan
7648,2018-10-11 00:00:00,26.8,23.7,31.2,27.7,2018-10-11 04:58:10,2018-10-11 17:13:21,21.2,33.5,161.29214,26.64,U,,,0.5,Hujan Ringan
7649,2018-10-12 00:00:00,26.6,23.7,31.5,28.0,2018-10-12 04:57:42,2018-10-12 17:13:20,19.4,32.4,170.72536,26.72,U,,,0.0,Tidak Hujan
7650,2018-10-13 00:00:00,26.2,23.5,30.9,28.0,2018-10-13 04:57:15,2018-10-13 17:13:20,16.2,28.8,197.38934,24.49,U,,,1.1,Hujan Ringan
7651,2018-10-14 00:00:00,26.5,23.3,31.3,27.7,2018-10-14 04:56:47,2018-10-14 17:13:20,18.3,33.1,179.74652,25.53,U,,,0.9000001,Hujan Ringan
7652,2018-10-15 00:00:00,26.7,23.3,31.4,27.0,2018-10-15 04:56:20,2018-10-15 17:13:20,16.5,32.4,146.6392,25.1,U,,,1.8000002,Hujan Ringan
7653,2018-10-16 00:00:00,26.1,23.3,31.1,27.1,2018-10-16 04:55:53,2018-10-16 17:13:21,17.0,28.8,152.82365,25.43,U,,,1.1000001,Hujan Ringan
7654,2018-10-17 00:00:00,26.3,22.8,31.0,26.9,2018-10-17 04:55:26,2018-10-17 17:13:22,17.1,29.5,194.60378,26.04,U,,,1.0,Hujan Ringan
7655,2018-10-18 00:00:00,25.9,22.5,30.2,26.2,2018-10-18 04:55:00,2018-10-18 17:13:24,20.4,34.9,187.44893,25.48,U,,,0.7,Hujan Ringan
7656,2018-10-19 00:00:00,25.9,22.9,29.8,26.6,2018-10-19 04:54:35,2018-10-19 17:13:26,21.2,36.4,176.41797,26.41,U,,,0.4,Hujan Ringan
7657,2018-10-20 00:00:00,26.1,22.8,30.7,26.2,2018-10-20 04:54:10,2018-10-20 17:13:28,17.8,30.2,156.84535,24.94,U,,,2.4,Hujan Ringan
7658,2018-10-21 00:00:00,26.4,23.4,31.1,26.5,2018-10-21 04:53:45,2018-10-21 17:13:31,17.0,30.2,158.87927,25.21,U,,,0.6,Hujan Ringan
7659,2018-10-22 00:00:00,26.5,23.2,31.0,27.3,2018-10-22 04:53:22,2018-10-22 17:13:35,19.7,34.6,181.89163,25.0,U,,,0.6,Hujan Ringan
7660,2018-10-23 00:00:00,26.6,23.4,31.8,28.2,2018-10-23 04:52:59,2018-10-23 17:13:39,17.2,30.6,197.34749,25.17,U,,,0.2,Tidak Hujan
7661,2018-10-24 00:00:00,26.9,23.6,31.5,27.6,2018-10-24 04:52:37,2018-10-24 17:13:44,20.9,35.3,200.09528,26.32,U,,,0.0,Tidak Hujan
7662,2018-10-25 00:00:00,26.6,23.8,30.6,27.3,2018-10-25 04:52:16,2018-10-25 17:13:49,22.0,35.3,182.73106,26.03,U,,,0.0,Tidak Hujan
7663,2018-10-26 00:00:00,26.8,23.5,31.5,27.2,2018-10-26 04:51:55,2018-10-26 17:13:55,18.8,31.7,155.57188,26.12,U,,,1.1,Hujan Ringan
7664,2018-10-27 00:00:00,27.0,23.8,31.0,27.5,2018-10-27 04:51:36,2018-10-27 17:14:02,22.6,36.4,145.0805,24.44,U,,,1.6,Hujan Ringan
7665,2018-10-28 00:00:00,26.4,23.5,31.1,27.5,2018-10-28 04:51:18,2018-10-28 17:14:10,20.0,35.3,169.5804,25.92,U,,,0.0,Tidak Hujan
7666,2018-10-29 00:00:00,26.4,23.3,30.8,26.7,2018-10-29 04:51:00,2018-10-29 17:14:18,19.1,36.4,163.73526,26.76,U,,,0.1,Tidak Hujan
7667,2018-10-30 00:00:00,26.8,22.8,31.0,26.2,2018-10-30 04:50:44,2018-10-30 17:14:27,19.5,34.2,151.07367,26.62,U,,,0.0,Tidak Hujan
7668,2018-10-31 00:00:00,27.2,23.4,30.8,26.4,2018-10-31 04:50:29,2018-10-31 17:14:37,21.0,36.7,153.14749,26.67,U,,,0.0,Tidak Hujan
7669,2018-11-01 00:00:00,26.7,23.4,31.2,28.0,2018-11-01 04:50:15,2018-11-01 17:14:48,19.5,34.2,166.64769,26.54,U,,,0.2,Tidak Hujan
7670,2018-11-02 00:00:00,27.1,24.2,31.9,28.6,2018-11-02 04:50:02,2018-11-02 17:15:00,16.4,31.3,139.26129,23.59,U,,,2.4,Hujan Ringan
7671,2018-11-03 00:00:00,27.9,24.7,32.3,28.7,2018-11-03 04:49:50,2018-11-03 17:15:12,25.1,39.6,140.69765,24.99,U,,,3.5,Hujan Ringan
7672,2018-11-04 00:00:00,27.2,24.1,33.0,27.9,2018-11-04 04:49:38,2018-11-04 17:15:25,17.3,28.8,134.8326,24.91,U,,,4.3,Hujan Ringan
7673,2018-11-05 00:00:00,27.1,24.9,33.3,29.8,2018-11-05 04:49:28,2018-11-05 17:15:39,18.1,29.2,146.99199,25.16,U,,,2.0,Hujan Ringan
7674,2018-11-06 00:00:00,27.0,24.5,31.8,28.9,2018-11-06 04:49:18,2018-11-06 17:15:53,18.8,35.3,141.64857,22.23,U,,,2.8,Hujan Ringan
7675,2018-11-07 00:00:00,26.8,24.2,32.5,28.5,2018-11-07 04:49:09,2018-11-07 17:16:08,15.9,31.7,137.82622,21.52,U,,,31.199999,Hujan Lebat
7676,2018-11-08 00:00:00,26.8,24.0,33.5,28.3,2018-11-08 04:49:01,2018-11-08 17:16:24,11.9,26.3,140.407,20.74,U,,,59.899998,Hujan Sangat Lebat
7677,2018-11-09 00:00:00,26.6,24.5,31.0,28.5,2018-11-09 04:48:53,2018-11-09 17:16:40,14.6,27.7,126.52249,14.76,U,,,107.89999,Hujan Sangat Lebat
7678,2018-11-10 00:00:00,27.4,24.5,33.3,28.8,2018-11-10 04:48:47,2018-11-10 17:16:57,15.9,29.9,142.41818,23.89,U,,,6.1000004,Hujan Ringan
7679,2018-11-11 00:00:00,27.2,24.6,33.8,29.2,2018-11-11 04:48:42,2018-11-11 17:17:14,12.0,22.3,145.47736,26.04,U,,,3.0,Hujan Ringan
7680,2018-11-12 00:00:00,26.9,24.4,32.6,29.1,2018-11-12 04:48:37,2018-11-12 17:17:33,18.4,30.6,144.64728,23.44,U,,,3.3,Hujan Ringan
7681,2018-11-13 00:00:00,27.1,24.3,32.7,28.3,2018-11-13 04:48:34,2018-11-13 17:17:51,18.4,31.0,130.96994,23.85,U,,,8.5,Hujan Sedang
7682,2018-11-14 00:00:00,27.6,24.5,33.8,28.7,2018-11-14 04:48:31,2018-11-14 17:18:11,15.5,27.4,134.7138,25.23,U,,,1.4000001,Hujan Ringan
7683,2018-11-15 00:00:00,27.1,24.3,33.1,27.9,2018-11-15 04:48:30,2018-11-15 17:18:31,17.7,29.9,142.31549,23.73,U,,,6.9,Hujan Ringan
7684,2018-11-16 00:00:00,27.5,24.3,33.8,28.5,2018-11-16 04:48:29,2018-11-16 17:18:51,17.4,28.8,161.10165,25.59,U,,,2.7,Hujan Ringan
7685,2018-11-17 00:00:00,27.7,25.0,34.4,30.2,2018-11-17 04:48:30,2018-11-17 17:19:12,14.7,27.7,203.67561,24.76,U,,,1.4,Hujan Ringan
7686,2018-11-18 00:00:00,28.0,24.9,34.8,30.4,2018-11-18 04:48:31,2018-11-18 17:19:33,13.5,26.6,233.25404,23.8,U,,,3.5,Hujan Ringan
7687,2018-11-19 00:00:00,27.9,25.0,34.1,29.8,2018-11-19 04:48:34,2018-11-19 17:19:55,20.3,33.5,245.35692,25.87,U,,,0.2,Hujan Ringan
7688,2018-11-20 00:00:00,27.5,24.8,32.8,28.6,2018-11-20 04:48:38,2018-11-20 17:20:18,18.9,30.6,250.49474,26.28,U,,,0.2,Hujan Ringan
7689,2018-11-21 00:00:00,27.6,25.0,33.2,29.1,2018-11-21 04:48:43,2018-11-21 17:20:41,18.3,31.3,242.96921,24.79,U,,,0.4,Hujan Ringan
7690,2018-11-22 00:00:00,26.6,24.2,32.2,28.4,2018-11-22 04:48:49,2018-11-22 17:21:05,16.0,28.1,238.016,22.04,U,,,2.8000002,Hujan Ringan
7691,2018-11-23 00:00:00,26.1,24.2,31.1,28.6,2018-11-23 04:48:56,2018-11-23 17:21:31,15.6,25.9,199.2354,23.79,U,,,0.3,Hujan Ringan
7692,2018-11-24 00:00:00,26.0,23.6,31.3,28.1,2018-11-24 04:49:05,2018-11-24 17:21:56,11.8,22.7,153.60503,22.16,U,,,2.5,Hujan Ringan
7693,2018-11-25 00:00:00,26.4,24.0,32.6,27.7,2018-11-25 04:49:15,2018-11-25 17:22:23,13.5,27.7,137.75818,22.47,U,,,23.6,Hujan Sedang
7694,2018-11-26 00:00:00,26.6,23.9,32.6,28.1,2018-11-26 04:49:25,2018-11-26 17:22:50,13.1,28.4,149.22758,21.39,U,,,66.100006,Hujan Sangat Lebat
7695,2018-11-27 00:00:00,26.3,23.9,32.0,28.3,2018-11-27 04:49:37,2018-11-27 17:23:18,12.6,28.4,150.1458,19.04,U,,,19.0,Hujan Sedang
7696,2018-11-28 00:00:00,26.2,24.3,31.0,28.8,2018-11-28 04:49:50,2018-11-28 17:23:47,13.4,24.1,162.23657,17.31,U,,,12.4,Hujan Sedang
7697,2018-11-29 00:00:00,25.9,24.2,30.5,29.2,2018-11-29 04:50:04,2018-11-29 17:24:15,13.7,22.0,161.35234,14.07,U,,,5.9,Hujan Ringan
7698,2018-11-30 00:00:00,26.9,24.5,32.5,28.9,2018-11-30 04:50:18,2018-11-30 17:24:45,15.5,29.2,190.67628,19.94,U,,,6.899999,Hujan Ringan
7699,2018-12-01 00:00:00,26.9,24.1,30.9,28.7,2018-12-01 04:50:34,2018-12-01 17:25:14,16.1,27.7,197.73537,18.57,U,,,1.4,Hujan Ringan
7700,2018-12-02 00:00:00,26.4,24.3,31.2,28.9,2018-12-02 04:50:50,2018-12-02 17:25:44,15.7,27.0,152.2514,21.91,U,,,3.1000001,Hujan Ringan
7701,2018-12-03 00:00:00,26.5,24.4,31.5,28.1,2018-12-03 04:51:07,2018-12-03 17:26:14,15.8,29.2,126.869995,19.85,U,,,11.7,Hujan Sedang
7702,2018-12-04 00:00:00,26.6,24.0,32.0,28.1,2018-12-04 04:51:25,2018-12-04 17:26:44,15.4,30.2,139.46725,19.85,U,,,31.800003,Hujan Lebat
7703,2018-12-05 00:00:00,27.4,24.7,33.3,29.5,2018-12-05 04:51:43,2018-12-05 17:27:14,18.9,31.0,131.8939,23.32,U,,,12.3,Hujan Sedang
7704,2018-12-06 00:00:00,27.2,24.8,33.5,29.2,2018-12-06 04:52:02,2018-12-06 17:27:44,17.6,30.2,139.12485,22.76,U,,,14.7,Hujan Sedang
7705,2018-12-07 00:00:00,27.7,24.6,34.4,29.2,2018-12-07 04:52:22,2018-12-07 17:28:14,17.3,28.1,136.4116,24.42,U,,,8.0,Hujan Ringan
7706,2018-12-08 00:00:00,27.4,24.6,34.1,29.4,2018-12-08 04:52:42,2018-12-08 17:28:43,15.5,27.7,198.70657,24.37,U,,,6.099999,Hujan Ringan
7707,2018-12-09 00:00:00,27.4,24.9,33.8,30.1,2018-12-09 04:53:03,2018-12-09 17:29:13,17.7,31.3,221.88559,24.2,U,,,4.2,Hujan Ringan
7708,2018-12-10 00:00:00,28.0,25.6,34.8,30.5,2018-12-10 04:53:24,2018-12-10 17:29:42,17.1,27.4,224.85115,23.49,U,,,1.1,Hujan Ringan
7709,2018-12-11 00:00:00,27.8,25.6,33.3,30.3,2018-12-11 04:53:46,2018-12-11 17:30:11,19.9,34.6,248.42705,22.51,U,,,1.3000001,Hujan Ringan
7710,2018-12-12 00:00:00,27.6,25.4,33.6,29.6,2018-12-12 04:54:09,2018-12-12 17:30:41,15.2,28.1,257.1111,22.16,U,,,2.4999998,Hujan Ringan
7711,2018-12-13 00:00:00,27.7,25.2,34.9,30.1,2018-12-13 04:54:33,2018-12-13 17:31:12,14.5,27.4,255.81161,20.85,U,,,4.8,Hujan Ringan
7712,2018-12-14 00:00:00,28.2,25.2,34.4,29.8,2018-12-14 04:54:59,2018-12-14 17:31:43,17.5,29.5,254.17159,23.31,U,,,5.5,Hujan Ringan
7713,2018-12-15 00:00:00,28.0,24.9,32.9,28.7,2018-12-15 04:55:25,2018-12-15 17:32:14,22.3,35.3,251.21445,21.78,U,,,6.3,Hujan Ringan
7714,2018-12-16 00:00:00,26.9,24.8,31.0,28.4,2018-12-16 04:55:53,2018-12-16 17:32:46,18.6,30.2,240.7849,16.53,U,,,2.0000002,Hujan Ringan
7715,2018-12-17 00:00:00,26.8,25.2,31.4,28.8,2018-12-17 04:56:21,2018-12-17 17:33:17,17.6,31.3,230.23015,22.92,U,,,1.1,Hujan Ringan
7716,2018-12-18 00:00:00,27.3,24.4,31.9,28.3,2018-12-18 04:56:49,2018-12-18 17:33:49,17.7,29.2,223.30238,22.76,U,,,2.3000002,Hujan Ringan
7717,2018-12-19 00:00:00,26.2,23.9,30.6,28.1,2018-12-19 04:57:19,2018-12-19 17:34:21,15.1,29.9,187.37843,17.41,U,,,3.6,Hujan Ringan
7718,2018-12-20 00:00:00,26.5,24.5,32.2,29.1,2018-12-20 04:57:49,2018-12-20 17:34:52,12.7,29.9,148.76526,19.6,U,,,6.4999995,Hujan Ringan
7719,2018-12-21 00:00:00,27.9,24.6,34.7,29.0,2018-12-21 04:58:19,2018-12-21 17:35:23,8.8,25.2,150.7221,22.01,U,,,3.2999997,Hujan Ringan
7720,2018-12-22 00:00:00,27.0,23.9,32.1,27.8,2018-12-22 04:58:49,2018-12-22 17:35:54,16.1,29.9,224.69113,18.34,U,,,13.200001,Hujan Sedang
7721,2018-12-23 00:00:00,26.2,24.4,30.7,27.9,2018-12-23 04:59:20,2018-12-23 17:36:24,14.6,32.8,252.46999,15.77,U,,,10.799999,Hujan Sedang
7722,2018-12-24 00:00:00,25.0,23.7,28.8,26.8,2018-12-24 04:59:51,2018-12-24 17:36:54,16.8,33.5,246.48494,13.86,U,,,34.299995,Hujan Lebat
7723,2018-12-25 00:00:00,25.7,24.6,30.2,28.4,2018-12-25 05:00:22,2018-12-25 17:37:23,18.3,31.7,244.95297,15.72,U,,,11.3,Hujan Sedang
7724,2018-12-26 00:00:00,27.7,24.6,33.1,28.4,2018-12-26 05:00:53,2018-12-26 17:37:52,17.5,29.9,253.48326,23.06,U,,,2.9000003,Hujan Ringan
7725,2018-12-27 00:00:00,27.7,24.7,32.4,28.1,2018-12-27 05:01:24,2018-12-27 17:38:19,19.4,33.1,260.1569,22.48,U,,,2.0,Hujan Ringan
7726,2018-12-28 00:00:00,27.2,24.9,30.3,27.5,2018-12-28 05:01:54,2018-12-28 17:38:46,26.3,42.8,273.56577,13.95,U,,,2.3999999,Hujan Ringan
7727,2018-12-29 00:00:00,28.2,24.9,32.2,28.1,2018-12-29 05:02:24,2018-12-29 17:39:12,22.1,37.1,279.88742,17.99,U,,,0.6,Hujan Ringan
7728,2018-12-30 00:00:00,27.9,25.2,32.7,28.6,2018-12-30 05:02:54,2018-12-30 17:39:36,21.4,32.8,271.34784,19.47,U,,,6.0,Hujan Ringan
7729,2018-12-31 00:00:00,27.6,25.0,33.6,30.1,2018-12-31 05:03:24,2018-12-31 17:40:01,9.4,28.8,135.44757,19.65,U,,,7.900001,Hujan Ringan
7730,2019-01-01 00:00:00,27.3,24.7,33.7,29.5,2019-01-01 05:03:55,2019-01-01 17:40:25,11.2,23.8,138.90059,22.26,U,,,11.2,Hujan Sedang
7731,2019-01-02 00:00:00,27.9,25.2,34.3,29.0,2019-01-02 05:04:26,2019-01-02 17:40:48,13.4,29.5,279.78232,19.2,U,,,6.4999995,Hujan Ringan
7732,2019-01-03 00:00:00,26.6,24.8,30.7,28.8,2019-01-03 05:04:57,2019-01-03 17:41:12,11.1,28.8,288.04935,10.03,U,,,16.1,Hujan Sedang
7733,2019-01-04 00:00:00,27.2,24.6,33.2,29.5,2019-01-04 05:05:29,2019-01-04 17:41:34,6.5,29.5,352.7251,17.72,U,,,7.0,Hujan Ringan
7734,2019-01-05 00:00:00,27.6,25.2,35.0,30.3,2019-01-05 05:06:01,2019-01-05 17:41:57,8.7,26.3,143.47105,22.6,U,,,1.2,Hujan Ringan
7735,2019-01-06 00:00:00,27.3,24.9,33.6,29.7,2019-01-06 05:06:33,2019-01-06 17:42:19,14.6,25.6,150.86584,23.18,U,,,9.4,Hujan Sedang
7736,2019-01-07 00:00:00,27.5,24.5,33.8,29.4,2019-01-07 05:07:05,2019-01-07 17:42:40,16.1,29.2,171.73686,24.78,U,,,3.8999999,Hujan Ringan
7737,2019-01-08 00:00:00,27.2,24.5,33.2,29.5,2019-01-08 05:07:38,2019-01-08 17:43:01,16.4,28.8,217.33134,24.34,U,,,1.9000001,Hujan Ringan
7738,2019-01-09 00:00:00,27.8,25.3,35.5,30.4,2019-01-09 05:08:10,2019-01-09 17:43:21,10.6,23.0,232.59456,25.96,U,,,10.2,Hujan Sedang
7739,2019-01-10 00:00:00,28.0,25.3,35.5,30.7,2019-01-10 05:08:42,2019-01-10 17:43:40,9.8,22.3,168.61086,25.76,U,,,2.3,Hujan Ringan
7740,2019-01-11 00:00:00,28.1,24.7,35.4,29.8,2019-01-11 05:09:13,2019-01-11 17:43:59,12.2,30.6,207.75844,25.54,U,,,4.9999995,Hujan Ringan
7741,2019-01-12 00:00:00,27.5,25.2,34.3,30.5,2019-01-12 05:09:45,2019-01-12 17:44:17,14.5,29.9,182.69136,23.67,U,,,9.6,Hujan Sedang
7742,2019-01-13 00:00:00,27.4,24.7,34.0,29.2,2019-01-13 05:10:16,2019-01-13 17:44:33,12.4,25.2,167.3944,24.97,U,,,4.0000005,Hujan Ringan
7743,2019-01-14 00:00:00,28.1,25.1,34.8,30.3,2019-01-14 05:10:46,2019-01-14 17:44:49,14.8,26.6,255.30261,21.07,U,,,7.7,Hujan Sedang
7744,2019-01-15 00:00:00,27.6,24.6,33.2,29.3,2019-01-15 05:11:16,2019-01-15 17:45:03,15.9,27.0,265.0898,17.54,U,,,8.8,Hujan Sedang
7745,2019-01-16 00:00:00,25.7,24.3,30.1,28.0,2019-01-16 05:11:45,2019-01-16 17:45:17,13.7,27.7,282.85904,5.42,U,,,92.0,Hujan Sangat Lebat
7746,2019-01-17 00:00:00,26.9,24.5,31.6,28.1,2019-01-17 05:12:13,2019-01-17 17:45:29,15.8,38.9,271.59848,16.18,U,,,9.6,Hujan Sedang
7747,2019-01-18 00:00:00,27.3,25.1,32.9,29.3,2019-01-18 05:12:41,2019-01-18 17:45:40,7.9,20.5,84.28945,13.78,U,,,7.0999994,Hujan Ringan
7748,2019-01-19 00:00:00,27.6,25.2,34.3,30.1,2019-01-19 05:13:07,2019-01-19 17:45:50,12.7,29.2,192.0765,22.94,U,,,3.9999998,Hujan Ringan
7749,2019-01-20 00:00:00,27.9,24.4,34.5,29.5,2019-01-20 05:13:34,2019-01-20 17:45:59,17.8,29.5,252.00397,23.45,U,,,3.0,Hujan Ringan
7750,2019-01-21 00:00:00,26.7,24.6,32.0,28.7,2019-01-21 05:13:59,2019-01-21 17:46:07,16.5,34.9,262.61276,20.61,U,,,11.8,Hujan Sedang
