Id,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions
7295,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.2,9.9,29,231
3458,BUICK,LACROSSE,MID-SIZE,3.6,6,AS8,X,11.2,7.5,9.5,30,224
3050,MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,9.6,7.0,8.4,34,198
6584,BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
1446,FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,7.8,9.8,29,225
6061,LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.3,12.4,23,291
7307,SUBARU,Outback AWD,SUV - SMALL,2.5,4,AV8,X,9.0,7.1,8.2,34,192
1741,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,12.0,9.1,10.7,26,246
483,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7,32,200
3055,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.9,7.2,8.7,32,203
5404,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274
5155,MERCEDES-BENZ,CLA 250 4MATIC,COMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,32,204
783,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361
4166,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Z,9.0,7.8,8.4,34,199
7035,JEEP,Wrangler Unlimited 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285
1627,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269
1207,BMW,750Li xDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
3238,TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13.0,9.5,11.4,25,267
6795,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.1,8.3,9.8,29,264
1858,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.5,13.2,15.6,18,359
414,FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,10.9,7.5,9.4,30,216
6682,CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,296
3775,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,330
2516,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
5518,BMW,430i xDrive Coupe,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.8,32,207
1881,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,10.4,7.2,9.0,31,207
3906,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,28,238
3876,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,AS8,D,7.8,5.8,6.9,41,186
3424,BMW,M3,COMPACT,3.0,6,AM7,Z,14.0,9.7,12.1,23,284
427,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.4,12.5,15.7,18,251
7166,MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,A9,Z,13.2,8.7,11.2,25,263
1764,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.7,13.9,20,320
5133,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,A7,Z,17.2,12.8,15.2,19,357
5452,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.9,8.3,9.7,29,227
5731,FIAT,124 Spider,TWO-SEATER,1.4,4,M6,X,9.0,6.7,7.9,36,185
1146,AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,11.7,8.4,10.2,28,235
3487,CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,M6,Z,11.9,8.0,10.1,28,236
149,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Z,11.5,7.9,9.9,29,228
217,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
3012,MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,AS7,Z,18.2,11.7,15.3,18,359
6297,NISSAN,Sentra Nismo,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205
4692,FORD,ECOSPORT AWD,SUV - SMALL,2.0,4,AS6,X,10.2,8.0,9.3,30,217
5787,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,15.6,18.0,16,300
5432,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,218
5927,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,M6,X,10.3,7.9,9.2,31,218
4161,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.8,20,326
5123,MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,4.0,8,A9,Z,15.5,10.6,13.3,21,313
4033,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.2,9.6,29,226
1339,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,322
801,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2224,AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.1,7.5,8.9,32,208
1798,MASERATI,GHIBLI,MID-SIZE,3.0,6,AS8,Z,15.2,9.6,12.7,22,292
2908,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.1,7.7,7.4,38,172
484,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11.0,6.8,9.1,31,209
6689,CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.3,8.5,10.6,27,284
6262,MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,218
3935,KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129
1816,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,8.0,5.9,7.0,40,161
7131,MASERATI,Quattroporte S Q4,FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,12.8,22,301
6416,SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,11.3,8.5,10.0,28,235
2929,LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,5.7,6.0,5.8,49,136
1727,KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,267
6615,BMW,M8 Gran Coupe Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
1638,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.6,10.7,12.8,22,294
3931,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.8,9.3,11.8,24,279
6742,CHEVROLET,Trax,SUV - SMALL,1.4,4,AS6,X,9.1,7.6,8.4,34,196
583,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
862,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.7,6.6,7.8,36,179
3434,BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
2081,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,X,8.5,6.4,7.6,37,175
3354,AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,16.5,11.2,14.1,20,330
6018,JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,M6,X,13.7,9.6,11.8,24,277
6457,TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354
3612,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261
4106,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,M6,Z,9.6,7.0,8.4,34,197
491,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.5,8.5,10.7,26,246
4276,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,12.0,13.3,21,310
6590,BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231
6199,MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,32,204
1884,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AM7,Z,18.1,12.6,15.6,18,359
726,MERCEDES-BENZ,C 250,COMPACT,1.8,4,AS7,Z,10.9,7.5,9.4,30,216
6489,VOLVO,S60 T5,COMPACT,2.0,4,AS8,Z,9.9,6.6,8.4,34,197
6429,TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5.0,5.1,55,121
1495,FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32,205
1835,MERCEDES-BENZ,C 400 4MATIC,COMPACT,3.0,6,AS7,Z,11.1,8.4,9.9,29,228
1073,ACURA,ILX HYBRID,COMPACT,1.5,4,AV7,Z,6.0,6.1,6.1,46,140
1126,AUDI,R8,TWO-SEATER,5.2,10,M6,Z,19.9,12.0,16.4,17,377
5951,HYUNDAI,Veloster N,COMPACT,2.0,4,M6,X,10.6,8.3,9.5,30,226
744,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235
2364,BUICK,LACROSSE FFV,MID-SIZE,3.6,6,AS6,E,18.7,12.4,15.8,18,260
6751,DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
7222,NISSAN,370Z Roadster,TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,25,271
6770,DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363
327,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.5,17,264
1367,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,14.2,9.9,12.3,23,283
7060,LAMBORGHINI,Huracan Coupe,TWO-SEATER,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
5556,BMW,M5 Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.2,13.9,20,324
6519,ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Z,13.9,10.3,12.3,23,288
2214,ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.6,11.4,14.8,19,346
1707,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,196
6668,CADILLAC,XT4 AWD,SUV - SMALL,2.0,4,AS9,Z,10.9,8.2,9.7,29,227
3257,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,39,170
3140,PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.8,10.4,12.8,22,300
1623,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
4278,TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,9.9,7.3,8.7,32,204
5626,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20,331
2708,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,X,8.8,5.9,7.5,38,176
5981,JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
3769,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
7279,RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.2,10.9,12.8,22,299
7227,NISSAN,Frontier,PICKUP TRUCK - STANDARD,3.8,6,AS9,X,13.1,9.8,11.6,24,273
2478,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
1349,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,9.4,7.0,8.3,34,191
741,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
3414,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
5841,GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270
6888,GMC,Terrain AWD,SUV - SMALL,1.5,4,A9,X,9.5,8.3,9.0,31,210
133,BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,A8,Z,13.6,9.8,11.9,24,274
2707,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,7.8,5.8,6.9,41,162
6223,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270
1813,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
3965,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,Z,11.3,8.0,9.8,29,231
128,BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,A8,Z,11.2,8.5,10.0,28,230
2858,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.2,10.5,12.5,23,296
3886,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,28,240
1110,AUDI,A8 TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,34,224
736,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304
1119,AUDI,Q5 TDI (modified),SUV - SMALL,3.0,6,AS8,D,10.2,7.8,9.0,31,244
727,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS7,Z,11.0,7.4,9.4,30,216
1958,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,X,8.8,7.5,8.2,34,189
30,AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.2,8.1,35,217
520,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.0,4,A6,X,11.4,9.3,10.5,27,242
4812,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26,251
3943,KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,275
5445,VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2.0,4,AS8,Z,11.8,8.5,10.3,27,241
2549,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200
2091,SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,281
6872,GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275
7321,TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215
5450,VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,10.7,8.5,9.8,29,228
329,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,285
2300,BMW,435i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
4227,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334
3037,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.7,7.0,8.5,33,198
5751,FORD,Explorer FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.8,14.3,17.3,16,288
4997,KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.4,7.0,8.3,34,197
4891,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.2,6.3,7.3,39,173
7266,PORSCHE,Panamera GTS,FULL-SIZE,4.0,8,AM8,Z,14.5,10.2,12.6,22,295
5847,GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,317
5016,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,X,14.0,10.1,12.2,23,289
1956,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,X,8.5,7.2,7.9,36,182
6293,NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
6019,JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,2.0,4,A8,X,10.9,10.0,10.5,27,245
4022,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,8.4,6.4,7.5,38,176
5395,TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10.0,7.8,9.0,31,210
7173,MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8,A9,Z,16.0,10.5,13.5,21,318
7210,MINI,John Cooper Works Convertible,MINICOMPACT,2.0,4,AS8,Z,9.4,7.1,8.3,34,194
7022,JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
6107,LINCOLN,Nautilus,SUV - SMALL,2.0,4,AS8,X,12.0,9.6,10.7,26,250
3345,AUDI,A8,MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,246
4112,MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,M6,Z,9.6,7.0,8.4,34,197
6091,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
6586,BMW,M2 Competition,SUBCOMPACT,3.0,6,M6,Z,13.4,9.6,11.7,24,273
3671,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.0,10.6,12.5,23,293
261,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
6817,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,19.8,12.8,16.6,17,393
1420,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3,39,168
2803,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,12.2,9.0,10.8,26,253
5181,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38,175
1398,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,347
337,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
3184,SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,224
4805,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
37,AUDI,A8L TDI (modified),FULL-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,34,224
4366,VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,X,11.3,8.4,10.0,28,233
3732,GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,17.2,10.5,14.2,20,332
1703,KIA,CADENZA,FULL-SIZE,3.3,6,AS6,X,12.7,8.4,10.7,26,246
5974,JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
2308,BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
6633,BMW,X6 xDrive40i,SUV - STANDARD,3.0,6,AS8,Z,11.7,9.1,10.5,27,245
2432,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.6,14.2,20,236
3053,MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,10.2,7.8,9.1,31,210
6980,JAGUAR,F-PACE 25t,SUV - SMALL,2.0,4,AS8,Z,10.7,8.8,9.9,29,227
5092,MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,33,201
2848,KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.4,6.5,8.1,35,193
7379,VOLVO,XC40 T4 AWD,SUV - SMALL,2.0,4,AS8,X,10.2,7.5,9.0,31,210
5223,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278
3667,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.3,10.7,12.3,23,288
1781,LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,22,290
1496,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.6,7.0,8.9,32,205
4283,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.6,6.2,5.9,48,137
6396,ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397
7009,JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2.0,4,A9,X,11.8,9.2,10.6,27,249
6331,PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,15.8,11.7,13.9,20,324
2857,KIA,SEDONA SX,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,269
3875,JAGUAR,XE 35t AWD,COMPACT,3.0,6,AS8,Z,11.8,8.2,10.2,28,238
5919,HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,263
476,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13,354
3421,BMW,M240i COUPE,SUBCOMPACT,3.0,6,M6,Z,12.5,8.4,10.7,26,250
5557,BMW,M550i xDrive,MID-SIZE,4.4,8,AS8,Z,13.3,9.2,11.5,25,269
2892,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.4,9.0,10.9,26,254
4936,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
971,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.1,12.9,22,297
456,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
3624,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36,186
5980,JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
5254,NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204
1842,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,301
879,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232
6981,JAGUAR,F-PACE 30t,SUV - SMALL,2.0,4,AS8,Z,10.9,8.7,9.9,29,232
5884,HONDA,Accord,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185
5541,BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Z,11.2,7.8,9.7,29,227
51,AUDI,R8 SPYDER,TWO-SEATER,5.2,10,A7,Z,18.2,10.6,14.8,19,347
254,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,X,8.5,6.2,7.5,38,172
1104,AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,12.8,8.6,10.9,26,251
3814,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,25,266
4556,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,11.9,9.2,10.7,26,251
4839,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
7358,TOYOTA,Yaris,COMPACT,1.5,4,AS6,X,7.3,5.9,6.6,43,155
3716,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,M6,X,16.7,10.2,13.8,20,324
961,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,11.3,8.2,9.9,29,228
2978,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,22,313
1047,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,5.6,5.2,5.4,52,124
6104,LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,X,12.1,8.4,10.4,27,245
2335,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
512,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255
7293,SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,AV8,X,11.6,9.0,10.4,27,244
5042,LEXUS,GS F,COMPACT,5.0,8,AS8,Z,14.9,9.7,12.5,23,293
6768,DODGE,Durango AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
3380,BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
6288,NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,AV7,X,8.6,7.2,8.0,35,188
3632,FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,8.0,9.9,29,233
6205,MERCEDES-BENZ,E 450 4MATIC Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,12.3,8.9,10.8,26,254
3351,AUDI,Q5,SUV - SMALL,3.0,6,AS8,Z,13.2,9.2,11.4,25,267
6050,LAMBORGHINI,Huracan Spyder AWD,TWO-SEATER,5.2,10,AM7,Z,17.9,13.0,15.7,18,370
5289,PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3.0,6,M7,Z,13.2,9.2,11.4,25,266
82,BMW,328i,COMPACT,2.0,4,M6,Z,10.4,6.7,8.7,32,200
1861,MERCEDES-BENZ,GLA 45 AMG 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AS7,Z,10.5,8.1,9.4,30,216
4704,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,291
2281,BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
3630,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11.0,8.0,9.7,29,226
7367,VOLKSWAGEN,Jetta,COMPACT,1.4,4,M6,X,7.9,5.9,7.0,40,163
3144,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,217
2619,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,9.9,6.5,8.4,34,197
1278,CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS6,X,12.8,8.9,11.0,26,253
